10,4.5,0.1,0.7798170006931611,0.878927203065134,0.051421156850627044,0.10693739424703892,13234
10,4.8,0.1,0.7947148178268577,0.8707560924807332,0.06307870124782365,0.11276692412539754,12169
10,5,0.1,0.7961155718095969,0.8780303846568258,0.05530324118194858,0.10488279440378023,11582
10,5.3,0.1,0.8028429800609078,0.8843917190044196,0.049079425293538634,0.09699453551912568,10638
10,5.5,0.1,0.8134233633965693,0.8697776691913022,0.06712069920619451,0.1091765669807456,10154
10,5.8,0.1,0.8186395139401149,0.8715192332599404,0.0655839940024455,0.10583591166115439,9673
10,6,0.1,0.8188331908342824,0.8766182298546895,0.059560417417805066,0.10064655172413793,9395
10,6.8,0.1,0.8179616690896305,0.8982668733267578,0.034134551710868474,0.08005322097793546,8597
10,7,0.1,0.8261362751569988,0.8729148996324568,0.06434929106164075,0.10193899535094682,8553
10,9,0.1,0.827227703311667,0.8944925742574258,0.03867558580918154,0.08093994778067885,7713
10,10,0.1,0.8285369911410314,0.9022301228183581,0.029595590660748138,0.0735383493375471,7398
10,28,0.1,0.8225747044157603,0.921276254609588,0.007681155876604159,0.05852205005959476,7255
10,28.5,0.1,0.8202881266471651,0.9231856738925542,0.005510511666720335,0.05738763055979345,7575
